2025-07-08 17:38:25,682 - INFO - Starting Xbox 360 controller emulator
2025-07-08 17:38:25,691 - DEBUG - Process 19200 is being debugged
2025-07-08 17:38:25,691 - INFO - pymem initialized successfully
2025-07-08 17:38:25,692 - INFO - Game module accessed successfully
2025-07-08 17:38:25,693 - INFO - Socket bound to 0.0.0.0:65433 and listening
2025-07-08 17:38:26,685 - INFO - Connected by ('192.168.1.56', 57170)
2025-07-08 17:38:26,686 - WARNING - Received incomplete steering data, length=1
2025-07-08 17:38:26,743 - INFO - Received NEUTRAL command
2025-07-08 17:38:26,792 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:26,839 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,001 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,058 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,102 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,151 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,199 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,308 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,410 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,462 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,507 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,556 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,604 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,722 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,772 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,822 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:27,922 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:28,024 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:28,071 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:28,120 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:28,229 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:28,330 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:28,433 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:28,536 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
2025-07-08 17:38:28,593 - ERROR - Error writing steering value: Could not write memory at: 140699825886856, length: 7.89211295107737e-41 - GetLastError: 998
